cluster_id	protein name	centroid genome	centroid locus	role_ids	frameshift	E00001	E00002	E00003	E00004	E00005	E00031	E00032	E00033	E00034	E00035
3380	transaldolase	E00002	LI63_RS02675			LI62_RS17380	LI63_RS02675	LI64_RS15305	LI65_RS09325	LI66_RS15880	SR65_RS01525	SR75_RS04125	SR76_RS10150	SR68_RS06380	SR69_RS01775
3381	transketolase 2	E00005	LI66_RS15885			LI62_RS17385	LI63_RS02670	LI64_RS15310	LI65_RS09320	LI66_RS15885	SR65_RS01520	SR75_RS04120	SR76_RS10145	SR68_RS06375	SR69_RS01770
3382	methionyl-tRNA synthetase	E00001	LI62_RS17390			LI62_RS17390			LI65_RS09315						
3383	transcriptional regulator	E00001	LI62_RS17395			LI62_RS17395			LI65_RS09310						
3384	beta-D-galactosidase	E00001	LI62_RS17400			LI62_RS17400			LI65_RS09305						
3385	beta-D-galactosidase subunit beta	E00001	LI62_RS17405			LI62_RS17405			LI65_RS09300						
3386	Amino acid transporters	E00001	LI62_RS17410			LI62_RS17410			LI65_RS09295						
3387	hypothetical protein	E00001	LI62_RS17415			LI62_RS17415			LI65_RS09290						
3388	alpha-glucosidase	E00001	LI62_RS17420			LI62_RS17420			LI65_RS09285						
3389	hypothetical protein	E00002	LI63_RS02665			LI62_RS17425	LI63_RS02665	LI64_RS15315	LI65_RS09280	LI66_RS15890	SR65_RS01515	SR75_RS04115	SR76_RS10140	SR68_RS06370	SR69_RS01765
3390	GDP-mannose pyrophosphatase	E00002	LI63_RS02660			LI62_RS17430	LI63_RS02660	LI64_RS15320	LI65_RS09275	LI66_RS15895	SR65_RS01510	SR75_RS04110	SR76_RS10135	SR68_RS06365	SR69_RS01760
3391	(Fe-S)-binding protein	E00002	LI63_RS02655			LI62_RS17435	LI63_RS02655	LI64_RS15325	LI65_RS09270	LI66_RS15900	SR65_RS01505	SR75_RS04105	SR76_RS10130	SR68_RS06360	SR69_RS01755
3392	hypothetical protein	E00001	LI62_RS17440			LI62_RS17440		LI64_RS15330	LI65_RS09265	LI66_RS15905			SR76_RS10125		
3393	nitrate/nitrite sensor protein NarQ	E00002	LI63_RS02650			LI62_RS17445	LI63_RS02650	LI64_RS15335	LI65_RS09260	LI66_RS15910	SR65_RS01500	SR75_RS04100	SR76_RS10120	SR68_RS06355	SR69_RS01750
3394	multidrug efflux RND transporter permease subunit	E00005	LI66_RS15915			LI62_RS17450	LI63_RS02645	LI64_RS15340	LI65_RS09255	LI66_RS15915	SR65_RS01495	SR75_RS04095	SR76_RS10115	SR68_RS06350	SR69_RS01745
3395	hypothetical protein	E00001	LI62_RS17455			LI62_RS17455	LI63_RS02640	LI64_RS15345	LI65_RS09250	LI66_RS15920	SR65_RS01490	SR75_RS04090	SR76_RS10110	SR68_RS06345	SR69_RS01740
3396	succinyl-diaminopimelate desuccinylase	E00002	LI63_RS02635			LI62_RS17460	LI63_RS02635	LI64_RS15350	LI65_RS09245	LI66_RS15925	SR65_RS01485	SR75_RS04085	SR76_RS10105	SR68_RS06340	SR69_RS01735
3397	membrane protein	E00004	LI65_RS09240			LI62_RS17465	LI63_RS02630	LI64_RS15355	LI65_RS09240	LI66_RS15930	SR65_RS01480	SR75_RS04080	SR76_RS10100	SR68_RS06335	SR69_RS01730
3398	esterase YpfH	E00002	LI63_RS02625			LI62_RS17470	LI63_RS02625	LI64_RS15360	LI65_RS09235	LI66_RS15935	SR65_RS01475	SR75_RS04075	SR76_RS10095	SR68_RS06330	SR69_RS01725
3399	methionine tRNA cytidine acetyltransferase	E00002	LI63_RS02620			LI62_RS17475	LI63_RS02620	LI64_RS15365	LI65_RS09230	LI66_RS15940	SR65_RS01470	SR75_RS04070	SR76_RS10090	SR68_RS06325	SR69_RS01720
3400	hypothetical protein	E00001	LI62_RS17480			LI62_RS17480	LI63_RS02615	LI64_RS15370	LI65_RS09225	LI66_RS15945	SR65_RS01465	SR75_RS04065	SR76_RS10085	SR68_RS06320	SR69_RS01715
3401	phosphoribosylaminoimidazole-succinocarboxamide synthase	E00001	LI62_RS17485			LI62_RS17485	LI63_RS02610	LI64_RS15375	LI65_RS09220	LI66_RS15950	SR65_RS01460	SR75_RS04060	SR76_RS10080	SR68_RS06315	SR69_RS01710
3402	lipoprotein	E00005	LI66_RS15955			LI62_RS17490	LI63_RS02605	LI64_RS15380	LI65_RS09215	LI66_RS15955	SR65_RS01455	SR75_RS04055	SR76_RS10075	SR68_RS06310	SR69_RS01705
3403	dihydrodipicolinate synthase	E00001	LI62_RS17495			LI62_RS17495	LI63_RS02600	LI64_RS15385	LI65_RS09210	LI66_RS15960	SR65_RS01450	SR75_RS04050	SR76_RS10070	SR68_RS06305	SR69_RS01700
3404	glycine cleavage system regulatory protein	E00001	LI62_RS17500			LI62_RS17500	LI63_RS02595	LI64_RS15390	LI65_RS09205	LI66_RS15965	SR65_RS01445	SR75_RS04045	SR76_RS10065	SR68_RS06300	SR69_RS01695
3405	thioredoxin-dependent thiol peroxidase	E00002	LI63_RS02590			LI62_RS17505	LI63_RS02590	LI64_RS15395	LI65_RS09200	LI66_RS15970	SR65_RS01440	SR75_RS04040	SR76_RS10060	SR68_RS06295	SR69_RS01690
3406	permase	E00001	LI62_RS17510			LI62_RS17510	LI63_RS02585	LI64_RS15400	LI65_RS09195	LI66_RS15975	SR65_RS01435	SR75_RS04035	SR76_RS10055	SR68_RS06290	SR69_RS01685
3407	hypothetical protein	E00002	LI63_RS02580			LI62_RS17515	LI63_RS02580	LI64_RS15405	LI65_RS09190	LI66_RS15980	SR65_RS01430	SR75_RS04030	SR76_RS10050	SR68_RS06285	SR69_RS01680
3408	arsenate reductase	E00002	LI63_RS02575			LI62_RS17520	LI63_RS02575	LI64_RS15410	LI65_RS09185	LI66_RS15985	SR65_RS01425	SR75_RS04025	SR76_RS10045	SR68_RS06280	SR69_RS01675
3409	hypothetical protein	E00002	LI63_RS02570			LI62_RS17525	LI63_RS02570	LI64_RS15415	LI65_RS09180	LI66_RS15990		SR75_RS04020	SR76_RS10040	SR68_RS06275	SR69_RS01670
3410	"phosphotransferase system, cellobiose specific, IIC component"	E00001	LI62_RS17530			LI62_RS17530	LI63_RS02565	LI64_RS15420	LI65_RS09175	LI66_RS15995		SR75_RS04015	SR76_RS10035	SR68_RS06270	SR69_RS01665
3411	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	E00002	LI63_RS02560			LI62_RS17535	LI63_RS02560	LI64_RS15425	LI65_RS09170	LI66_RS16000		SR75_RS04010	SR76_RS10030	SR68_RS06265	SR69_RS01660
3412	leucyl aminopeptidase	E00002	LI63_RS02555			LI62_RS17540	LI63_RS02555	LI64_RS15430	LI65_RS09165	LI66_RS16005		SR75_RS04005	SR76_RS10025	SR68_RS06260	SR69_RS01655
3413	DNA replication initiation factor	E00001	LI62_RS17545			LI62_RS17545	LI63_RS02550	LI64_RS15435	LI65_RS09160	LI66_RS16010	SR65_RS01420	SR75_RS04000	SR76_RS01605	SR68_RS06255	SR69_RS01650
3414	uracil transporter	E00001	LI62_RS17550			LI62_RS17550	LI63_RS02545	LI64_RS15440	LI65_RS09155	LI66_RS16015	SR65_RS01415	SR75_RS03995	SR76_RS01600	SR68_RS06250	SR69_RS01645
3415	uracil phosphoribosyltransferase	E00001	LI62_RS17555			LI62_RS17555	LI63_RS02540	LI64_RS15445	LI65_RS09150	LI66_RS16020	SR65_RS01410	SR75_RS03990	SR76_RS01595	SR68_RS06245	SR69_RS01640
3416	6-phospho-beta-glucosidase	E00005	LI66_RS16025			LI62_RS17560	LI63_RS02535	LI64_RS15450	LI65_RS09145	LI66_RS16025	SR65_RS01405	SR75_RS03985	SR76_RS01590	SR68_RS06240	SR69_RS01635
3417	phosphoribosylaminoimidazole synthetase	E00001	LI62_RS17565			LI62_RS17565	LI63_RS02530	LI64_RS15455	LI65_RS09140	LI66_RS16030	SR65_RS01400	SR75_RS03980	SR76_RS01585	SR68_RS06235	SR69_RS01630
3418	phosphoribosylglycinamide formyltransferase	E00002	LI63_RS02525			LI62_RS17570	LI63_RS02525	LI64_RS15460	LI65_RS09135	LI66_RS16035	SR65_RS01395	SR75_RS03975	SR76_RS01580	SR68_RS06230	SR69_RS01625
3419	polyphosphate kinase	E00003	LI64_RS15465			LI62_RS17575	LI63_RS02520	LI64_RS15465	LI65_RS09130	LI66_RS16040	SR65_RS01390	SR75_RS03970	SR76_RS01575	SR68_RS06225	SR69_RS01620
3420	exopolyphosphatase	E00001	LI62_RS17580			LI62_RS17580	LI63_RS02515	LI64_RS15470	LI65_RS09125	LI66_RS16045	SR65_RS01385	SR75_RS03965	SR76_RS01570	SR68_RS06220	SR69_RS01615
3421	diguanylate cyclase/phosphodiesterase	E00002	LI63_RS02510			LI62_RS17585	LI63_RS02510	LI64_RS15475	LI65_RS09120	LI66_RS16050	SR65_RS01380	SR75_RS03960	SR76_RS01565	SR68_RS06215	SR69_RS01610
3422	membrane protein	E00001	LI62_RS17590			LI62_RS17590	LI63_RS02505	LI64_RS15480	LI65_RS09115	LI66_RS16055	SR65_RS01375	SR75_RS03955	SR76_RS01560	SR68_RS06210	SR69_RS01605
3423	hypothetical protein	E00002	LI63_RS02490			LI62_RS17595	LI63_RS02490	LI64_RS15490	LI65_RS09110	LI66_RS16070	SR65_RS01360	SR75_RS03940	SR76_RS01555	SR68_RS06195	SR69_RS01590
3424	hypothetical protein	E00002	LI63_RS02485			LI62_RS17600	LI63_RS02485	LI64_RS15495	LI65_RS09105	LI66_RS16075	SR65_RS01355	SR75_RS03935	SR76_RS01550	SR68_RS06190	SR69_RS01585
3425	structural protein MipA	E00002	LI63_RS02480			LI62_RS17605	LI63_RS02480	LI64_RS15500	LI65_RS09100	LI66_RS16080	SR65_RS13905	SR75_RS03930	SR76_RS01545	SR68_RS06185	SR69_RS01580
3426	transcriptional regulator QseB	E00002	LI63_RS02475			LI62_RS17610	LI63_RS02475	LI64_RS15505	LI65_RS09095	LI66_RS16085	SR65_RS13900	SR75_RS03925	SR76_RS01540	SR68_RS06180	SR69_RS01575
3427	signal transduction histidine kinase	E00005	LI66_RS16090			LI62_RS17615	LI63_RS02470	LI64_RS15510	LI65_RS09090	LI66_RS16090	SR65_RS13895	SR75_RS03920	SR76_RS01535	SR68_RS06175	SR69_RS01570
3428	transcriptional regulator	E00001	LI62_RS17620			LI62_RS17620	LI63_RS02465	LI64_RS15515	LI65_RS09085	LI66_RS16095	SR65_RS13890	SR75_RS03915	SR76_RS01530	SR68_RS06170	SR69_RS01565
3429	multidrug efflux RND transporter permease subunit OqxB	E00002	LI63_RS02460			LI62_RS17625	LI63_RS02460	LI64_RS15520	LI65_RS09080	LI66_RS16105	SR65_RS13885	SR75_RS03910	SR76_RS01525	SR68_RS06165	SR69_RS01560
3430	MexE family multidrug efflux RND transporter periplasmic adaptor subunit	E00002	LI63_RS02455			LI62_RS17630	LI63_RS02455	LI64_RS15525	LI65_RS09075	LI66_RS16110	SR65_RS13880	SR75_RS03905	SR76_RS01520	SR68_RS06160	SR69_RS01555
3431	AraC family transcriptional regulator	E00005	LI66_RS16115			LI62_RS17635	LI63_RS02450	LI64_RS15530	LI65_RS09070	LI66_RS16115	SR65_RS13875	SR75_RS03900	SR76_RS01515	SR68_RS06155	SR69_RS01550
3432	endopeptidase	E00001	LI62_RS17640			LI62_RS17640									
3433	endolysin	E00001	LI62_RS17645			LI62_RS17645									
3434	holin	E00001	LI62_RS17650			LI62_RS17650									
3435	membrane protein	E00001	LI62_RS17655			LI62_RS17655									
3436	hypothetical protein	E00001	LI62_RS17660			LI62_RS17660									
3437	hypothetical protein	E00001	LI62_RS17665			LI62_RS17665									
3438	hypothetical protein	E00001	LI62_RS17670			LI62_RS17670									
3439	phage protein	E00001	LI62_RS17675			LI62_RS17675									
3440	hypothetical protein	E00001	LI62_RS17680			LI62_RS17680									
3441	bacteriophage protein	E00001	LI62_RS17685			LI62_RS17685									
3442	hypothetical protein	E00001	LI62_RS17690			LI62_RS17690									
3443	hypothetical protein	E00001	LI62_RS17695			LI62_RS17695									
3444	hypothetical protein	E00001	LI62_RS17700			LI62_RS17700									
3445	hypothetical protein	E00001	LI62_RS17705			LI62_RS17705									
3446	hypothetical protein	E00001	LI62_RS17710			LI62_RS17710									
3447	hypothetical protein	E00001	LI62_RS17715			LI62_RS17715									
3448	hypothetical protein	E00001	LI62_RS17720			LI62_RS17720									
3449	phage protein	E00001	LI62_RS17725			LI62_RS17725									
3450	peptidase	E00001	LI62_RS17730			LI62_RS17730									
3451	phenylalanyl-tRNA synthetase subunit beta	E00001	LI62_RS17735			LI62_RS17735									
3452	phage protein	E00001	LI62_RS17740			LI62_RS17740									
3453	tail protein	E00001	LI62_RS17745			LI62_RS17745									
3454	hypothetical protein	E00001	LI62_RS17750			LI62_RS17750									
3455	hypothetical protein	E00001	LI62_RS17755			LI62_RS17755									
3456	terminase	E00001	LI62_RS17760			LI62_RS17760									
3457	terminase	E00001	LI62_RS17765			LI62_RS17765									
3458	hypothetical protein	E00001	LI62_RS17770			LI62_RS17770									
3459	hypothetical protein	E00001	LI62_RS17775			LI62_RS17775									
3460	hypothetical protein	E00001	LI62_RS17780			LI62_RS17780									
3461	hypothetical protein	E00001	LI62_RS17785			LI62_RS17785									
3462	hypothetical protein	E00001	LI62_RS17790			LI62_RS17790									
3463	hypothetical protein	E00001	LI62_RS17795			LI62_RS17795									
3464	hypothetical protein	E00001	LI62_RS17800			LI62_RS17800									
3465	hypothetical protein	E00001	LI62_RS17805			LI62_RS17805									
3466	hypothetical protein	E00001	LI62_RS17810			LI62_RS17810									
3467	crossover junction endodeoxyribonuclease	E00001	LI62_RS17815			LI62_RS17815									
3468	replication protein	E00001	LI62_RS17820			LI62_RS17820									
3469	hypothetical protein	E00001	LI62_RS17825			LI62_RS17825									
3470	hypothetical protein	E00001	LI62_RS17830			LI62_RS17830									
3471	hypothetical protein	E00001	LI62_RS17835			LI62_RS17835									
3472	XRE family transcriptional regulator	E00001	LI62_RS17840			LI62_RS17840									
3473	hypothetical protein	E00001	LI62_RS17845			LI62_RS17845									
3474	endonuclease	E00001	LI62_RS17850			LI62_RS17850									
3475	recombinase RecT	E00001	LI62_RS17855			LI62_RS17855									
3476	transcriptional regulator	E00001	LI62_RS17860			LI62_RS17860									
3477	hypothetical protein	E00001	LI62_RS17865			LI62_RS17865									
3478	phage protein	E00001	LI62_RS17870			LI62_RS17870									
3479	hypothetical protein	E00001	LI62_RS17875			LI62_RS17875									
3480	adenine methylase	E00001	LI62_RS17880			LI62_RS17880									
3481	integrase	E00001	LI62_RS17885			LI62_RS17885									
3482	GMP synthase	E00001	LI62_RS17890			LI62_RS17890	LI63_RS02445	LI64_RS15570	LI65_RS09065	LI66_RS16120	SR65_RS01270	SR75_RS03895	SR76_RS01510	SR68_RS06150	SR69_RS01545
3483	inosine 5'-monophosphate dehydrogenase	E00002	LI63_RS02440			LI62_RS17895	LI63_RS02440	LI64_RS15575	LI65_RS09060	LI66_RS16125	SR65_RS01265	SR75_RS03890	SR76_RS01505	SR68_RS06145	SR69_RS01540
3484	exodeoxyribonuclease 7 large subunit	E00002	LI63_RS02435			LI62_RS17900	LI63_RS02435	LI64_RS15580	LI65_RS09055	LI66_RS16130	SR65_RS01260	SR75_RS03885	SR76_RS01500	SR68_RS06140	SR69_RS01535
3485	peptidase M4	E00032	SR75_RS03880			LI62_RS17905	LI63_RS02430	LI64_RS15585	LI65_RS09050	LI66_RS16135	SR65_RS01255	SR75_RS03880	SR76_RS01495	SR68_RS06135	SR69_RS01530
3486	hypothetical protein	E00002	LI63_RS02425			LI62_RS17910	LI63_RS02425	LI64_RS15590	LI65_RS09045	LI66_RS16140	SR65_RS01250	SR75_RS03875	SR76_RS01490	SR68_RS06130	SR69_RS01525
3487	hypothetical protein	E00005	LI66_RS16145			LI62_RS17915	LI63_RS02420	LI64_RS15595	LI65_RS09040	LI66_RS16145	SR65_RS01245	SR75_RS03870	SR76_RS01485	SR68_RS06125	SR69_RS01520
3488	oxidoreductase	E00033	SR76_RS01480			LI62_RS17920		LI64_RS15600	LI65_RS09035		SR65_RS01240		SR76_RS01480		
3489	"amino acid/peptide transporter (Peptide:H+ symporter), bacterial"	E00004	LI65_RS09030			LI62_RS17925	LI63_RS02415	LI64_RS15605	LI65_RS09030	LI66_RS16150	SR65_RS01235	SR75_RS03865	SR76_RS01475	SR68_RS06120	SR69_RS01515
3490	ribosome-associated GTPase EngA	E00002	LI63_RS02410			LI62_RS17930	LI63_RS02410	LI64_RS15630	LI65_RS09025	LI66_RS16155	SR65_RS01230	SR75_RS03860	SR76_RS01470	SR68_RS06115	SR69_RS01510
3491	outer membrane biogenesis protein BamB	E00004	LI65_RS09020			LI62_RS17935	LI63_RS02405	LI64_RS15635	LI65_RS09020	LI66_RS16160	SR65_RS01225	SR75_RS03855	SR76_RS01465	SR68_RS06110	SR69_RS01505
3492	membrane protein	E00002	LI63_RS02400			LI62_RS17940	LI63_RS02400	LI64_RS15640	LI65_RS09015	LI66_RS16165	SR65_RS01220	SR75_RS03850	SR76_RS01460	SR68_RS06105	SR69_RS01500
3493	histidyl-tRNA synthetase	E00004	LI65_RS09010			LI62_RS17945	LI63_RS02395	LI64_RS15645	LI65_RS09010	LI66_RS16170	SR65_RS01215	SR75_RS03845	SR76_RS01455	SR68_RS06100	SR69_RS01495
3494	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	E00002	LI63_RS02390			LI62_RS17950	LI63_RS02390	LI64_RS15650	LI65_RS09005	LI66_RS16175	SR65_RS01210	SR75_RS03840	SR76_RS01450	SR68_RS06095	SR69_RS01490
3495	cytoskeleton protein rodZ	E00002	LI63_RS02385			LI62_RS17955	LI63_RS02385	LI64_RS15655	LI65_RS09000	LI66_RS16180	SR65_RS01205	SR75_RS03835	SR76_RS01445	SR68_RS06090	SR69_RS01485
3496	50S rRNA methyltransferase	E00001	LI62_RS17960			LI62_RS17960	LI63_RS02380	LI64_RS15660	LI65_RS08995	LI66_RS16185	SR65_RS01200	SR75_RS03830	SR76_RS01440	SR68_RS06085	SR69_RS01480
3497	nucleoside diphosphate kinase	E00001	LI62_RS17965			LI62_RS17965	LI63_RS02375	LI64_RS15665	LI65_RS08990	LI66_RS16190	SR65_RS01195	SR75_RS03825	SR76_RS01435	SR68_RS06080	SR69_RS01475
3498	ferredoxin	E00002	LI63_RS02370			LI62_RS17970	LI63_RS02370	LI64_RS15670	LI65_RS08985	LI66_RS16195	SR65_RS01190	SR75_RS03820	SR76_RS01430	SR68_RS06075	SR69_RS01470
3499	dimethyl sulfoxide reductase subunit C	E00005	LI66_RS16200			LI62_RS17975	LI63_RS02365	LI64_RS15675	LI65_RS08980	LI66_RS16200	SR65_RS01185	SR75_RS03815	SR76_RS01425	SR68_RS06070	SR69_RS01465
3500	4Fe-4S ferredoxin	E00005	LI66_RS16205			LI62_RS17980	LI63_RS02360	LI64_RS15680	LI65_RS08975	LI66_RS16205	SR65_RS01180	SR75_RS03810	SR76_RS01420	SR68_RS06065	SR69_RS01460
3501	DMSO reductase	E00002	LI63_RS02355			LI62_RS17985	LI63_RS02355	LI64_RS15685	LI65_RS08970	LI66_RS16210	SR65_RS01175	SR75_RS03805	SR76_RS01415	SR68_RS06060	SR69_RS01455
3502	penicillin-binding protein 1C	E00002	LI63_RS02350			LI62_RS17990	LI63_RS02350	LI64_RS15690	LI65_RS08965	LI66_RS16215	SR65_RS01170	SR75_RS03800	SR76_RS01410	SR68_RS06055	SR69_RS01450
3503	hypothetical protein	E00002	LI63_RS02345			LI62_RS17995	LI63_RS02345	LI64_RS15695	LI65_RS08960	LI66_RS16220	SR65_RS01165	SR75_RS03795	SR76_RS01405	SR68_RS06050	SR69_RS01445
3504	PTS glucose transporter subunit IIBC	E00002	LI63_RS02340			LI62_RS18000	LI63_RS02340	LI64_RS15700	LI65_RS08955	LI66_RS16225	SR65_RS01160	SR75_RS03790	SR76_RS01400	SR68_RS06045	SR69_RS01440
3505	6-phospho-alpha-glucosidase	E00002	LI63_RS02335			LI62_RS18005	LI63_RS02335	LI64_RS15705	LI65_RS08950	LI66_RS16230	SR65_RS01155	SR75_RS03785	SR76_RS01395	SR68_RS06040	SR69_RS01435
3506	3-mercaptopyruvate sulfurtransferase	E00001	LI62_RS18010			LI62_RS18010	LI63_RS02330	LI64_RS15710	LI65_RS08945	LI66_RS16235	SR65_RS01150	SR75_RS03780	SR76_RS01390	SR68_RS06035	SR69_RS01430
3507	RpiR family transcriptional regulator	E00001	LI62_RS18015			LI62_RS18015	LI63_RS02325	LI64_RS15715	LI65_RS08940	LI66_RS16240	SR65_RS01145	SR75_RS03775	SR76_RS01385	SR68_RS06030	SR69_RS01425
3508	protein sseB	E00001	LI62_RS18020			LI62_RS18020	LI63_RS02320	LI64_RS15720	LI65_RS08935	LI66_RS16245	SR65_RS01140	SR75_RS03770	SR76_RS01380	SR68_RS06025	SR69_RS01420
3509	aminopeptidase B	E00002	LI63_RS02315			LI62_RS18025	LI63_RS02315	LI64_RS15725	LI65_RS08930	LI66_RS16250	SR65_RS01135	SR75_RS03765	SR76_RS01375	SR68_RS06020	SR69_RS01415
3510	hypothetical protein	E00001	LI62_RS18030			LI62_RS18030	LI63_RS02310	LI64_RS15730	LI65_RS08925	LI66_RS16255	SR65_RS01130	SR75_RS03760	SR76_RS01370	SR68_RS06015	SR69_RS01410
3511	2Fe-2S ferredoxin	E00001	LI62_RS18035			LI62_RS18035	LI63_RS02305	LI64_RS15735	LI65_RS08920	LI66_RS16260	SR65_RS01125	SR75_RS03755	SR76_RS01365	SR68_RS06010	SR69_RS01405
3512	chaperone protein HscA	E00032	SR75_RS03750			LI62_RS18040	LI63_RS02300	LI64_RS15740	LI65_RS08915	LI66_RS16265	SR65_RS01120	SR75_RS03750	SR76_RS01360	SR68_RS06005	SR69_RS01400
3513	co-chaperone HscB	E00001	LI62_RS18045			LI62_RS18045	LI63_RS02295	LI64_RS15745	LI65_RS08910	LI66_RS16270	SR65_RS01115	SR75_RS03745	SR76_RS01355	SR68_RS06000	SR69_RS01395
3514	iron-sulfur cluster assembly protein	E00001	LI62_RS18050			LI62_RS18050	LI63_RS02290	LI64_RS15750	LI65_RS08905	LI66_RS16275	SR65_RS01110	SR75_RS03740	SR76_RS01350	SR68_RS05995	SR69_RS01390
3515	FeS cluster assembly scaffold IscU	E00001	LI62_RS18055			LI62_RS18055	LI63_RS02285	LI64_RS15755	LI65_RS08900	LI66_RS16280	SR65_RS01105	SR75_RS03735	SR76_RS01345	SR68_RS05990	SR69_RS01385
3516	cysteine desulfurase	E00002	LI63_RS02280			LI62_RS18060	LI63_RS02280	LI64_RS15760	LI65_RS08895	LI66_RS16285	SR65_RS01100	SR75_RS03730	SR76_RS01340	SR68_RS05985	SR69_RS01380
3517	HTH-type transcriptional regulator iscR	E00004	LI65_RS08890			LI62_RS18065	LI63_RS02275	LI64_RS15765	LI65_RS08890	LI66_RS16290	SR65_RS01095	SR75_RS03725	SR76_RS01335	SR68_RS05980	SR69_RS01375
3518	tRNA methyltransferase	E00002	LI63_RS02270			LI62_RS18070	LI63_RS02270	LI64_RS15770	LI65_RS08885	LI66_RS16295	SR65_RS01090	SR75_RS03720	SR76_RS01330	SR68_RS05975	SR69_RS01370
3519	inositol monophosphatase	E00001	LI62_RS18075			LI62_RS18075	LI63_RS02265	LI64_RS15775	LI65_RS08880	LI66_RS16300	SR65_RS01085	SR75_RS03715	SR76_RS01325	SR68_RS05970	SR69_RS01365
3520	nickel transporter	E00002	LI63_RS02260			LI62_RS18080	LI63_RS02260	LI64_RS15780	LI65_RS08875	LI66_RS16305	SR65_RS01080	SR75_RS03710	SR76_RS01320	SR68_RS05965	SR69_RS01360
3521	membrane protein	E00002	LI63_RS02255			LI62_RS18085	LI63_RS02255	LI64_RS15785	LI65_RS08870	LI66_RS16310	SR65_RS01075	SR75_RS03705	SR76_RS01315	SR68_RS05960	SR69_RS01355
3522	stationary phase inducible protein CsiE	E00002	LI63_RS02250			LI62_RS18090	LI63_RS02250	LI64_RS15790	LI65_RS08865	LI66_RS16315	SR65_RS01070	SR75_RS03700	SR76_RS01310	SR68_RS05955	SR69_RS01350
3523	3-phenylpropionic acid MFS transporter	E00002	LI63_RS02245			LI62_RS18095	LI63_RS02245	LI64_RS15795	LI65_RS08860	LI66_RS16320	SR65_RS01065	SR75_RS03695	SR76_RS01305	SR68_RS05950	SR69_RS01345
3524	membrane protein	E00001	LI62_RS18100			LI62_RS18100	LI63_RS02240	LI64_RS15800	LI65_RS08855	LI66_RS16325	SR65_RS01060	SR75_RS03690	SR76_RS01300	SR68_RS05945	SR69_RS01340
3525	serine hydroxymethyltransferase	E00001	LI62_RS18105			LI62_RS18105	LI63_RS02235	LI64_RS15805	LI65_RS08850	LI66_RS16330	SR65_RS01055	SR75_RS03685	SR76_RS01295	SR68_RS05940	SR69_RS01335
3526	hypothetical protein	E00001	LI62_RS18110			LI62_RS18110	LI63_RS02230	LI64_RS15810	LI65_RS08845	LI66_RS16335		SR75_RS03680	SR76_RS01290	SR68_RS05935	SR69_RS01330
3527	flavohemoprotein	E00004	LI65_RS08840			LI62_RS18115	LI63_RS02225	LI64_RS15815	LI65_RS08840	LI66_RS16340	SR65_RS01050	SR75_RS03675	SR76_RS01285	SR68_RS05930	SR69_RS01325
3528	nitrogen regulatory protein P-II	E00001	LI62_RS18120			LI62_RS18120	LI63_RS02220	LI64_RS15820	LI65_RS08835	LI66_RS16345	SR65_RS01045	SR75_RS03670	SR76_RS01280	SR68_RS05925	SR69_RS01320
3529	"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains"	E00004	LI65_RS08830			LI62_RS18125	LI63_RS02215	LI64_RS15825	LI65_RS08830	LI66_RS16350	SR65_RS01040	SR75_RS03665	SR76_RS01275	SR68_RS05920	SR69_RS01315
3530	membrane protein	E00002	LI63_RS02210			LI62_RS18130	LI63_RS02210	LI64_RS15830	LI65_RS08825	LI66_RS16355	SR65_RS01035	SR75_RS03660	SR76_RS01270	SR68_RS05915	SR69_RS01310
3531	sensory histidine kinase	E00001	LI62_RS18135			LI62_RS18135	LI63_RS02205	LI64_RS15835	LI65_RS08820	LI66_RS16360	SR65_RS01030	SR75_RS03655	SR76_RS01265	SR68_RS05910	SR69_RS01305
3532	phosphoribosylformylglycinamidine synthase	E00005	LI66_RS16365			LI62_RS18140	LI63_RS02200	LI64_RS15840	LI65_RS08815	LI66_RS16365	SR65_RS01025	SR75_RS03650	SR76_RS01260	SR68_RS05905	SR69_RS01300
3533	membrane-bound lytic murein transglycosylase F	E00002	LI63_RS02195			LI62_RS18145	LI63_RS02195	LI64_RS15845	LI65_RS08810	LI66_RS16370	SR65_RS01020	SR75_RS03645	SR76_RS01255	SR68_RS05900	SR69_RS01295
3534	tRNA-specific adenosine deaminase	E00002	LI63_RS02190			LI62_RS18150	LI63_RS02190	LI64_RS15850	LI65_RS08805	LI66_RS16375	SR65_RS01015	SR75_RS03640	SR76_RS01250	SR68_RS05895	SR69_RS01290
3535	hypothetical protein	E00005	LI66_RS16380			LI62_RS18155	LI63_RS02185	LI64_RS15855	LI65_RS08800	LI66_RS16380	SR65_RS01010	SR75_RS03635	SR76_RS01245	SR68_RS05890	SR69_RS01285
3536	PTS sugar transporter subunit IIC	E00002	LI63_RS02180			LI62_RS18160	LI63_RS02180	LI64_RS15860	LI65_RS08795	LI66_RS16385	SR65_RS01005	SR75_RS03630	SR76_RS01240	SR68_RS05885	SR69_RS01280
3537	N-acetylmuramic acid-6-phosphate etherase	E00002	LI63_RS02175			LI62_RS18165	LI63_RS02175	LI64_RS15865	LI65_RS08790	LI66_RS16390	SR65_RS01000	SR75_RS03625	SR76_RS01235	SR68_RS05880	SR69_RS01275
